wine_image,name,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic,NewBodyPercent,NewTanning,NewDryOrSweet,NewAcidic,Region,SweetnessScale,AcidicScale,BodyScale
447,https://images.vivino.com/thumbs/dKpVDYg5QxaVXiw2q1EuDg_pb_x600.png,"Domaine Bruno Clair
Bonnes Mares Grand Cru 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Domaine Bruno Clair'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Chambolle-Musigny', 'Bonnes-Mares Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Domaine Bruno Clair,red,"[' Pinot Noir', ' ']", 13%,2018,$560.50,46.6206%;,37.5919%;,9.97328%;,70.6532%;,46.6206,37.5919,9.97328,70.6532, Bourgogne,0.25137695150045625,0.7887324358472173,0.4222388819138976
448,https://images.vivino.com/thumbs/F1Hi-FA5SnKiE730bKerxQ_pb_x600.png,"Domaine Nicole Lamarche (François Lamarche)
La Grande Rue Grand Cru Monopole 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Domaine Nicole Lamarche (François Lamarche)'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vosne-Romanée', 'La Grande Rue Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Nicole Lamarche (François Lamarche),red,"[' 100% Pinot Noir', ' ']", 13.5%,2018,$943.95,44.8509%;,34.7995%;,14.3709%;,76.1633%;,44.8509,34.7995,14.3709,76.1633, Bourgogne,0.3622191528080939,0.869872857769754,0.3955979273737803
449,https://images.vivino.com/thumbs/OVk1ktTJSV-vKBVDM_n8EQ_pb_x600.png,"Louis Jadot
Clos Saint-Denis Grand Cru 2007","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Louis Jadot'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Morey-Saint-Denis', 'Clos Saint-Denis Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a dark colour showing strong aromas of cherries, black current but also spices typical of our terroir. The tannins are both powerful and elegant.']]", Louis Jadot,red,"[' Pinot Noir', ' ']", Contains sulfites,2007,$330.35,40.5103%;,37.2882%;,8.8063%;,73.5201%;,40.5103,37.2882,8.8063,73.5201, Bourgogne,0.2219631703911319,0.8309497233029296,0.3302548029590021
450,https://images.vivino.com/thumbs/ww3xbYF6Ti6KGulrmSoefQ_pb_x600.png,"Domaine Dujac
Gevrey Chambertin 1er Cru 'Aux Combottes' 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Domaine Dujac'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Gevrey-Chambertin Premier Cru', ""Gevrey-Chambertin 1er Cru 'Aux Combottes'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Dujac,red,"[' 100% Pinot Noir', ' ']", 13.5%,2018,$943.95,43.9636%;,37.8254%;,12.0592%;,72.3096%;,43.9636,37.8254,12.0592,72.3096, Bourgogne,0.30395265484718187,0.8131241882423627,0.38224056795498274
451,https://images.vivino.com/thumbs/qHjcC80yTKiIJJwGxZ4f4w_pb_x600.png,"Domaine du Clos de Tart
Clos de Tart Grand Cru Monopole 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Domaine du Clos de Tart'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Morey-Saint-Denis', 'Clos de Tart Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine du Clos de Tart,red,"[' 100% Pinot Noir', ' ']", 13.5%,2016,$599.99,44.9303%;,35.2956%;,12.4378%;,71.4887%;,44.9303,35.2956,12.4378,71.4887, Bourgogne,0.31349528413645006,0.8010358101083522,0.3967932100716869
452,https://images.vivino.com/thumbs/fkhDuOBcTJSTwHjpnCI0bw_pb_x600.png,"Georges Lignier et Fils
Bonnes-Mares Grand Cru 2014","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Georges Lignier et Fils'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Chambolle-Musigny', 'Bonnes-Mares Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Georges Lignier et Fils,red,"[' 100% Pinot Noir', ' ']", 13%,2014,$789.99,38.8227%;,33.81%;,9.88832%;,71.8186%;,38.8227,33.81,9.88832,71.8186, Bourgogne,0.24923553104505153,0.8058938390356395,0.3048497767500955
453,https://images.vivino.com/thumbs/qHjcC80yTKiIJJwGxZ4f4w_pb_x600.png,"Domaine du Clos de Tart
Clos de Tart Grand Cru Monopole 1990","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Domaine du Clos de Tart'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Morey-Saint-Denis', 'Clos de Tart Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Domaine du Clos de Tart,red,"[' Pinot Noir', ' ']", Contains sulfites,1990,$979.99,44.9303%;,35.2956%;,12.4378%;,71.4887%;,44.9303,35.2956,12.4378,71.4887, Bourgogne,0.31349528413645006,0.8010358101083522,0.3967932100716869
454,https://images.vivino.com/thumbs/u1IA9AFvR-a5DN6qmK_nIw_pb_x600.png,"Hubert Lignier
Clos de la Roche Grand Cru 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Hubert Lignier'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Morey-Saint-Denis', 'Clos de la Roche Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wines are always well-coloured, aromatic, dense and complex due to various mineral compounds. The wines are powerful due to their intensity on the palate, but their tannins are concentrated, fine and silky.']]", Hubert Lignier,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2017,$921,43.6307%;,35.9434%;,11.7633%;,68.6058%;,43.6307,35.9434,11.7633,68.6058, Bourgogne,0.29649448261608186,0.758582910458531,0.37722911190796615
455,https://images.vivino.com/thumbs/gRvAEMhsTrap2UH6Oj9djA_pb_x600.png,"Domaine Taupenot-Merme
Mazoyères Chambertin Grand Cru 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Domaine Taupenot-Merme'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Mazoyères-Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wine is ruby red in color.Wonderful aromatic bouquet of wine reveals hints of strawberry, apple, lavender, rose petals, toasted oak and tones of black and red berries. It has a full, elegant, rich, mellow taste with hints of fruit, berries, peppers, chocolate, cut grass and underbrush, complemented by creamy shades. Wine framed pleasant, fairly long finis']]", Domaine Taupenot-Merme,red,"[' 100% Pinot Noir', ' ']", 13.5%,2017,$487,40.7118%;,33.3442%;,17.2302%;,70.8%;,40.7118,33.3442,17.2302,70.8, Bourgogne,0.4342879323295005,0.7908941777281683,0.33328817151855095
456,https://images.vivino.com/thumbs/B9olKhXeRuuKTQ--Xm7G1w_pb_x600.png,"Albert Bichot
Charmes-Chambertin Grand Cru 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Albert Bichot'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Charmes-Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'It has dark red dress nose reveals aromas of raspberry, currant and violet. Several years of aging will change the primary aromas towards more animal and spicy scents, keeping freshness. On the palate, power and elegance are skillfully combine to reveal a voluptuous mouth.']]", Albert Bichot,red,"[' 100% Pinot Noir', ' ']", 13%,2015,$393.99,41.0676%;,28.6667%;,3.32883%;,66.3739%;,41.0676,28.6667,3.32883,66.3739, Bourgogne,0.08390330337293887,0.7257164819565238,0.3386443627517395
457,https://images.vivino.com/thumbs/DCtM3CwQTtuSCHg8q2ogxA_pb_x600.png,"Benjamin Leroux
Pommard Premier Cru 'Rugiens Hauts' 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Benjamin Leroux'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Pommard', 'Pommard Premier Cru'], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites']]", Benjamin Leroux,red,"[' Pinot Noir', ' ']", Contains sulfites,2018,$238,41.56%;,15.4655%;,0%;,61.4473%;,41.56,15.4655,0.0,61.4473, Bourgogne,0.0,0.6531685422379035,0.34605692195135174
458,https://images.vivino.com/thumbs/CaOH5CbQSDanTx9rjEVDAA_pb_x600.png,"Domaine Denis Mortet
Clos de Vougeot Grand Cru 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Denis Mortet'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vougeot', 'Clos Vougeot Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has dense and earthy, it morello cherry and unveils fresh cherry aromas that persist with a long finish.']]", Domaine Denis Mortet,red,"[' Pinot Noir', ' ']", Contains sulfites,2021,$979.04,45.2051%;,32.6512%;,13.9069%;,69.8679%;,45.2051,32.6512,13.9069,69.8679, Bourgogne,0.35052401284449,0.7771682948450999,0.4009300323057515
459,https://images.vivino.com/thumbs/c8mDByYRSuSEwth0malbwA_pb_x600.png,"Jacques-Frederic Mugnier
Chambolle-Musigny 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Jacques-Frederic Mugnier'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Chambolle-Musigny'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'the intensity of perfume, delicate, fruity and floral, which is expressed widely in his youth. This expression is carried by a flexible, never heavy, always thin with a long and fulfilling.', 'Subtlety, delicacy, but also seduction, joy, brightness.']]", Jacques-Frederic Mugnier,red,"[' Pinot Noir', ' ']", Contains sulfites,2019,$649.99,36.386%;,28.9188%;,14.0425%;,68.1009%;,36.386,28.9188,14.0425,68.1009, Bourgogne,0.35394181667868113,0.7511478731581752,0.26816784539003247
460,https://images.vivino.com/thumbs/NTz3mchvQB-lUe4BTxK-Rg_pb_x600.png,"Domaine Denis Mortet
Les Champonnets Gevrey-Chambertin 1er Cru 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Denis Mortet'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Gevrey-Chambertin Premier Cru', ""Gevrey-Chambertin 1er Cru 'Champonnet'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Domaine Denis Mortet,red,"[' Pinot Noir', ' ']", Contains sulfites,2019,$303.84,38.7606%;,36.5141%;,28.331%;,59.1338%;,38.7606,36.5141,28.331,59.1338, Bourgogne,0.7140840739415143,0.61910049154594,0.3039149271841006
461,https://images.vivino.com/thumbs/CaOH5CbQSDanTx9rjEVDAA_pb_x600.png,"Domaine Denis Mortet
Clos de Vougeot Grand Cru 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Denis Mortet'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vougeot', 'Clos Vougeot Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has dense and earthy, it morello cherry and unveils fresh cherry aromas that persist with a long finish.']]", Domaine Denis Mortet,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2018,$835.56,45.2051%;,32.6512%;,13.9069%;,69.8679%;,45.2051,32.6512,13.9069,69.8679, Bourgogne,0.35052401284449,0.7771682948450999,0.4009300323057515
462,https://images.vivino.com/thumbs/xxUaBrl5St6a6YuFZSc62A_pb_x600.png,"Domaine Gros Frère et Soeur
Richebourg Grand Cru 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Gros Frère et Soeur'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vosne-Romanée', 'Richebourg Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Domaine Gros Frère et Soeur,red,"[' Pinot Noir', ' ']", Contains sulfites,2021,$695,44.8402%;,35.4519%;,18.8803%;,72.2401%;,44.8402,35.4519,18.8803,72.2401, Bourgogne,0.47587877382506694,0.8121007477742012,0.3954368502343899
463,https://images.vivino.com/thumbs/9O5hS6bdQpuLexXoHPpHiw_pb_x600.png,"Louis Jadot
Chapelle-Chambertin Grand Cru 2006","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Louis Jadot'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Chapelle-Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', ""It has a rich and sumptuous wine with an extraordinary delicacy, elegance and finesse. The silken texture finishes in refined, complex notes of berries, earth and oak. It will perfectly match with sophisticated dishes like meat ‘en sauce', game and strong cheeses.""]]", Louis Jadot,red,"[' 100% Pinot Noir', ' ']", 13.5%,2006,$269.94,32.7962%;,21.7594%;,0.954712%;,67.1764%;,32.7962,21.7594,0.954712,67.1764, Bourgogne,0.024063557036491864,0.7375339060673086,0.21412721782145427
464,https://images.vivino.com/thumbs/vpPKK0_IQ3i8xnsQiAKKwg_pb_x600.png,"Labruyère-Prieur Sélection
Charmes-Chambertin Grand Cru 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Labruyère-Prieur Sélection'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Charmes-Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Labruyère-Prieur Sélection,red,"[' Pinot Noir', ' ']", 13%,2015,$294.94,35%;,26.25%;,0%;,85%;,35.0,26.25,0.0,85.0, Bourgogne,0.0,1.0,0.2473030869605798
465,https://images.vivino.com/thumbs/ZK30kUocTTWUnC65DSB_Vg_pb_x600.png,"Domaine Coche-Dury
Volnay Premier Cru 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Coche-Dury'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Volnay', 'Volnay Premier Cru'], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites']]", Domaine Coche-Dury,red,"[' Pinot Noir', ' ']", Contains sulfites,2020,$942.82,30.0096%;,26.1292%;,10.4144%;,65.0959%;,30.0096,26.1292,10.4144,65.0959, Bourgogne,0.262495400079648,0.7068969579520589,0.1721779134639413
466,https://images.vivino.com/thumbs/eYF2YYJ8RUyn5eOsfVw49Q_pb_x600.png,"Château de la Tour
Clos Vougeot Grand Cru 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Château de la Tour'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vougeot', 'Clos Vougeot Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de la Tour,red,"[' 100% Pinot Noir', ' ']", 13.5%,2016,$271.35,47.9935%;,38.402%;,7.4153%;,71.3894%;,47.9935,38.402,7.4153,71.3894, Bourgogne,0.18690295554334513,0.7995735419286626,0.4429064337521338
467,https://images.vivino.com/thumbs/geDjNvvmTuq0KhkAKzkRsA_pb_x600.png,"Dugat-Py
Vieilles Vignes Charmes-Chambertin Grand Cru 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Dugat-Py'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Charmes-Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Dugat-Py,red,"[' Pinot Noir', ' ']", Contains sulfites,2019,$766.95,56.5816%;,43.2526%;,21.6447%;,78.0132%;,56.5816,43.2526,21.6447,78.0132, Bourgogne,0.5455555947634003,0.8971140451374061,0.5721911609296108
468,https://images.vivino.com/thumbs/dVpewVe3QUSykHs0mWnn6Q_pb_x600.png,"Jean Tardy & Fils
Vieilles Vignes Échézeaux Grand Cru 'Les Treux' 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Jean Tardy & Fils'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Jean Tardy & Fils,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2017,$412.95,48.3028%;,32.5756%;,13.3643%;,78.1352%;,48.3028,32.5756,13.3643,78.1352, Bourgogne,0.3368477564991204,0.898910588117488,0.4475626168561957
469,https://images.vivino.com/thumbs/xAUOPCSxRKqt-4cnmgH_Ag_pb_x600.png,"Méo-Camuzet
Echezeaux Grand Cru 'Les Rouges du Bas' 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Méo-Camuzet'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Méo-Camuzet,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2020,$766.95,47.8654%;,33.517%;,13.4254%;,68.791%;,47.8654,33.517,13.4254,68.791, Bourgogne,0.3383877846279484,0.7613101216053436,0.4409780242609269
470,https://images.vivino.com/thumbs/9Q-ik30wSXabw3yB3vKXmQ_pb_x600.png,"Comte Armand
Pommard 1er Cru 'Clos des Epeneaux' Monopole 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Comte Armand'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Pommard', 'Pommard Premier Cru', ""Pommard 1er Cru 'Clos des Epeneaux'""], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Comte Armand,red,"[' 100% Pinot Noir', ' ']", 14%,2018,$230.10,37.862%;,29.8945%;,9.81167%;,64.4259%;,37.862,29.8945,9.81167,64.4259, Bourgogne,0.2473035644971846,0.69703069732374,0.2903874582629562
471,https://images.vivino.com/thumbs/H_Ze7uWcTFGs40P3RkI7yQ_pb_x600.png,"Camille Giroud
Vosne-Romanée 1er Cru 'Les Suchots' 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Camille Giroud'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vosne-Romanée', 'Vosne-Romanée Premier Cru', ""Vosne-Romanée 1er Cru 'Les Suchots'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Camille Giroud,red,"[' Pinot Noir', ' ']", Contains sulfites,2017,$224.15,37.0087%;,29.6609%;,0%;,74.463%;,37.0087,29.6609,0.0,74.463, Bourgogne,0.0,0.8448346444170217,0.27754193274502537
