wine_image,name,year,price,bodyPercent,Tanning,Acidic,compareFoods,rating,about_wine,Winery,Type,NewBodyPercent,NewTanning,NewAcidic,Grape_Type,Alcohol,Allergy
https://images.vivino.com/thumbs/95oAL3DoSMmBmEXSFRhkQw_pb_x600.png,"Château l'Eglise-Clinet
Pomerol 2014",2014,$300.83,73.1683%;,56.716%;,53.3947%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', ""Château l'Eglise-Clinet""], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]"," ""Château lEglise-Clinet""",red,73.1683,56.716,53.3947,"[' 100% Merlot', ' ']", 13%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/fmI0LPDNRKCvTFUurToCAQ_pb_x600.png,"Château Calon-Ségur
Saint-Estèphe (Grand Cru Classé) 2010",2010,$300,71.5417%;,73.191%;,73.1562%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Calon-Ségur'], ['Grapes', '100% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Château Calon-Ségur,red,71.5417,73.191,73.1562,"[' 100% Petit Verdot', ' ']", 14%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/y1_9NqYGQBe_B9BZDHkjYQ_pb_x600.png,"Château Lynch-Bages
Pauillac (Grand Cru Classé) 2017",2017,$199.99,72.4172%;,73.1923%;,72.0456%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Lynch-Bages'], ['Grapes', '70% Cabernet Sauvignon, 24% Merlot, 4% Cabernet Franc, 2% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Château Lynch-Bages,red,72.4172,73.1923,72.0456,"[' 70% Cabernet Sauvignon', ' 24% Merlot', ' 4% Cabernet Franc', ' 2% Petit Verdot', ' ']", 13%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/y1_9NqYGQBe_B9BZDHkjYQ_pb_x600.png,"Château Lynch-Bages
Pauillac (Grand Cru Classé) 2015",2015,$194.99,72.4172%;,73.1923%;,72.0456%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Lynch-Bages'], ['Grapes', '100% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Château Lynch-Bages,red,72.4172,73.1923,72.0456,"[' 100% Petit Verdot', ' ']", 13%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2014",2014,$236.67,72.3436%;,73.1914%;,72.4533%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', ""Cos d'Estournel""], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red,72.3436,73.1914,72.4533,"[' 100% Cabernet Sauvignon', ' ']", 14%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']"", ' ']"
https://images.vivino.com/thumbs/-DUYMrD9RaCw5CIvAyXCLQ_pb_x600.png,"Château Guillot Clauzel
Pomerol 2018",2018,$117.99,73.4843%;,58.8508%;,56.389%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Guillot Clauzel'], ['Grapes', '75% Merlot, 25% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Guillot Clauzel,red,73.4843,58.8508,56.389,"[' 75% Merlot', ' 25% Cabernet Franc', ' ']", 13.5%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']]""]"
https://images.vivino.com/thumbs/y1_9NqYGQBe_B9BZDHkjYQ_pb_x600.png,"Château Lynch-Bages
Pauillac (Grand Cru Classé) 2015",2015,$194.99,72.4172%;,73.1923%;,72.0456%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Lynch-Bages'], ['Grapes', '100% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Château Lynch-Bages,red,72.4172,73.1923,72.0456,"[' 100% Petit Verdot', ' ']", 13%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/HqFSCd0qS8avvBF6R9v56w_pb_x600.png,"Château Ducru-Beaucaillou
Saint-Julien (Grand Cru Classé) 1999",1999,$999.99,61.895%;,63.1485%;,71.825%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Ducru-Beaucaillou'], ['Grapes', 'Cabernet Sauvignon, Merlot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Ducru-Beaucaillou,red,61.895,63.1485,71.825,"[' Cabernet Sauvignon', ' Merlot', ' ']", 13%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']]""]"
https://images.vivino.com/thumbs/c1SE-xBESFirhNw96jwuxw_pb_x600.png,"Château Pape Clément
Pessac-Léognan (Grand Cru Classé de Graves) 2006",2006,$199.99,72.4035%;,73.1034%;,72.6554%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Pape Clément'], ['Grapes', 'Cabernet Sauvignon, Merlot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Pape Clément,red,72.4035,73.1034,72.6554,"[' Cabernet Sauvignon', ' Merlot', ' ']", 13.5%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/UexijDbjR1Kkdosv_lofig_pb_x600.png,"Château Haut-Brion
Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2014",2014,$256,72.2029%;,72.9645%;,72.8257%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Château Haut-Brion'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Petit Verdot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Château Haut-Brion,red,72.2029,72.9645,72.8257,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Petit Verdot', ' ']", 12.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/LR-NqLwuSSiLeZMXUwRA9g_pb_x600.png,"Château Smith Haut-Lafitte
Pessac-Léognan (Grand Cru Classé) 2020",2020,$188.75,73.5408%;,73.9635%;,73.0684%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Smith Haut-Lafitte'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Smith Haut-Lafitte,red,73.5408,73.9635,73.0684,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' ']", 14.5%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']"", ' ']"
https://images.vivino.com/thumbs/A5URPSHQSEm3R91WIgvI0Q_pb_x600.png,"Château Léoville Poyferré
Saint-Julien (Grand Cru Classé) 2012",2012,$124.99,63.6262%;,65.3316%;,72.8904%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Léoville Poyferré'], ['Grapes', '61% Cabernet Sauvignon, 27% Merlot, 8% Petit Verdot, 4% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Léoville Poyferré,red,63.6262,65.3316,72.8904,"[' 61% Cabernet Sauvignon', ' 27% Merlot', ' 8% Petit Verdot', ' 4% Cabernet Franc', ' ']", 13%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']]""]"
https://images.vivino.com/thumbs/CTFn0en9ScKS-_5__wjZ0Q_pb_x600.png,"Petit-Figeac
Saint-Émilion 2017",2017,$84.99,73.9045%;,54.435%;,52.6013%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Petit-Figeac'], ['Grapes', '48% Cabernet Sauvignon, 32% Merlot, 20% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Petit-Figeac,red,73.9045,54.435,52.6013,"[' 48% Cabernet Sauvignon', ' 32% Merlot', ' 20% Cabernet Franc', ' ']", 14%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']"", ' ']"
https://images.vivino.com/thumbs/0XEk4s3CTA20TkfHTt2BWg_pb_x600.png,"Château Lassègue
Saint-Émilion Grand Cru 2013",2013,$59.95,75.2429%;,57.0994%;,54.3386%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Lassègue'], ['Grapes', 'Cabernet Franc, Merlot, Cabernet Sauvignon'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Allergens', 'Contains sulfites']]", Château Lassègue,red,75.2429,57.0994,54.3386,"[' Cabernet Franc', ' Merlot', ' Cabernet Sauvignon', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/rScZbuwbT0OED3y6hBf5ig_pb_x600.png,"Château Lafleur-Gazin
Pomerol 2019",2019,$60.95,73.2725%;,51.9834%;,51.7341%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Lafleur-Gazin'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'With considerable opulence, a chocolate, mocha, black cherry and berry spectrum of aromas and flavours. Medium to full-bodied and a masculine feel to it, this wine has more finesse than normal, but never loses its relatively powerful, chunky style. Drink it over the next 10-15 years.']]", Château Lafleur-Gazin,red,73.2725,51.9834,51.7341,"[' 100% Merlot', ' ']", 14.5%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/xt7XAKcwSNC7-04WHt0Kvw_pb_x600.png,"Vieux Château Mazerat
Saint-Emilion Grand Cru 2015",2015,$114.98,76.0375%;,58.5394%;,55.7315%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Vieux Château Mazerat'], ['Grapes', 'Cabernet Franc, Merlot'], ['Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Vieux Château Mazerat,red,76.0375,58.5394,55.7315,"[' Cabernet Franc', ' Merlot', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/Pof15E7-TdygYduO6SSZlA_pb_x600.png,"Château Canon-La-Gaffelière
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014",2014,$125.99,72.582%;,54.0646%;,50.0773%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Canon-La-Gaffelière'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Canon-La-Gaffelière,red,72.582,54.0646,50.0773,"[' 100% Merlot', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/JxnTJ8OCSGi7Bw9aFCKQUw_pb_x600.png,"Château Lécuyer
Pomerol 2020",2020,$70.34,74.844%;,54.7435%;,54.4811%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Lécuyer'], ['Grapes', 'Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Elegant, harmonious. Great aromatic complexity, tannins with power and velvety down a nice long finish.']]", Château Lécuyer,red,74.844,54.7435,54.4811,"[' Cabernet Franc', ' Merlot', ' ']", 15%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/zoXYIDxFQzmf8fFpkNNUJQ_pb_x600.png,"Château Pontet-Canet
Pauillac (Grand Cru Classé) 2008",2008,$183.74,72.9304%;,73.0873%;,72.4004%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Pontet-Canet'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens'], ['Wine description', 'Very intense colour. Very intense nose, marked by notes of cherry, blackberry and redcurrant with traces of vanilla, liquorice and cedar. The attack is full to the palate. The tannins of great smoothness reveal a fine elegance. The finish, with no trace of aggressiveness, is marked by a good length.']]", Château Pontet-Canet,red,72.9304,73.0873,72.4004,"[' 100% Cabernet Sauvignon', ' ']", 14%,"["" 'Contains sulfites"", "" egg allergens']"", ' ']"
https://images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_x600.png,"Château Pichon Longueville Comtesse de Lalande
Pauillac (Grand Cru Classé) 2008",2008,$275.09,68.8172%;,69.7679%;,71.19%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Pichon Longueville Comtesse de Lalande'], ['Grapes', '100% Merlot'], ['Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wine is seductive when young without prejudicing its longevity. As well as an oaky flavour imparted by new oak barrels, the wines show inimitable aromas of tobacco, violets, blackcurrant and ripe fruit, and also hints of pencil lead.']]", Château Pichon Longueville Comtesse de Lalande,red,68.8172,69.7679,71.19,"[' 100% Merlot', ' ']", 13%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/G74FqNHYSXKIqE0dsLtB8g_pb_x600.png,"Château Thibeaud-Maillet
Pomerol 2019",2019,$88.19,68.7802%;,48.4366%;,48.7628%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Thibeaud-Maillet'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Allergens', 'Contains sulfites']]", Château Thibeaud-Maillet,red,68.7802,48.4366,48.7628,"[' 100% Merlot', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/I7iS555OTu6wH1Rk6o4FOw_pb_x600.png,"Château Troplong Mondot
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018",2018,$154.34,72.9363%;,56.9834%;,52.994%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Troplong Mondot'], ['Grapes', '65% Merlot, 15% Cabernet Sauvignon, 10% Cabernet Franc, 10% Malbec'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Troplong Mondot,red,72.9363,56.9834,52.994,"[' 65% Merlot', ' 15% Cabernet Sauvignon', ' 10% Cabernet Franc', ' 10% Malbec', ' ']", 14.5%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/QRQm5yweS1Sh3GNd1zriog_pb_x600.png,"Château Prieurs de la Commanderie
Pomerol 2011",2011,$52.49,72.4184%;,51.2614%;,52.6846%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Prieurs de la Commanderie'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Prieurs de la Commanderie,red,72.4184,51.2614,52.6846,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/A_0h7IWDQXOhX8Ud6VXGHQ_pb_x600.png,"Château La Gaffelière
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015",2015,$120.74,71.3919%;,54.3993%;,52.6309%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château La Gaffelière'], ['Grapes', '70% Merlot, 30% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Red color of average intensity. Fruity, fresh and ripe nose. Caressing on the palate of fruity and fresh type. Developing very tasty, the wine evolves with coated tannins and a lovely violet aroma in its persistence.']]", Château La Gaffelière,red,71.3919,54.3993,52.6309,"[' 70% Merlot', ' 30% Cabernet Franc', ' ']", 14%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']"", ' ']"
https://images.vivino.com/thumbs/pxc8QuJ-S-OgyO1kELkt3g_pb_x600.png,"Château La Mission Haut-Brion
La Chapelle de La Mission Haut-Brion Pessac-Léognan 2010",2010,$199.49,73.5976%;,72.0757%;,71.025%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château La Mission Haut-Brion'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine has a dense purple colour with meaty notes of camphor, black currant, sweet cherry and blackberry. It has a lush, opulent texture, and an admirable purity and length.']]", Château La Mission Haut-Brion,red,73.5976,72.0757,71.025,"[' 100% Merlot', ' ']", 15%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,"Château Léoville Las Cases
Saint-Julien (Grand Cru Classé) 2012",2012,$283.49,62.1058%;,64.1958%;,72.0269%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Léoville Las Cases'], ['Grapes', '74% Cabernet Sauvignon, 15% Merlot, 11% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Léoville Las Cases,red,62.1058,64.1958,72.0269,"[' 74% Cabernet Sauvignon', ' 15% Merlot', ' 11% Cabernet Franc', ' ']", 13%,"["" 'Contains sulfites"", ' egg allergens', "" milk allergens']]""]"
