,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
30,16,https://images.vivino.com/thumbs/GPaytcybQpqx2BSOIGYVxw_pb_x600.png,"Clos Saint Jean
Chateauneuf-du-Pape Sanctus Sanctorum 2020",2020,$459,85%;,40.5755%;,44.3917%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Clos Saint Jean'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites']]"
31,17,https://images.vivino.com/thumbs/NrlvsPi6SwyB9jik0iYS0Q_pb_x600.png,"Domaine Jean-Louis Chave
Clos Florentin 2018",2018,$234.82,75.4618%;,52.5616%;,54.532%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
32,18,https://images.vivino.com/thumbs/GPaytcybQpqx2BSOIGYVxw_pb_x600.png,"Clos Saint Jean
Chateauneuf-du-Pape Sanctus Sanctorum 2017",2017,$560.50,85%;,40.5755%;,44.3917%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Clos Saint Jean'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
33,19,https://images.vivino.com/thumbs/khWgao5ESgOMnSByNQq8pQ_pb_x600.png,"Thierry Allemand
Cornas 'Reynard' 2019",2019,$530.95,80.3692%;,55.9627%;,58.1666%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Thierry Allemand'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
34,20,https://images.vivino.com/thumbs/NrlvsPi6SwyB9jik0iYS0Q_pb_x600.png,"Domaine Jean-Louis Chave
Clos Florentin 2017",2017,$234.82,75.4618%;,52.5616%;,54.532%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]"
35,21,https://images.vivino.com/thumbs/hwIycE9yQeaZ0z11zkKD2w_pb_x600.png,"Château La Nerthe
Cuvée des Cadettes Châteauneuf-du-Pape 2016",2016,$353.95,84.605%;,39.6536%;,44.1185%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Château La Nerthe'], ['Grapes', '52% Grenache, 38% Shiraz/Syrah, 10% Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A wine with a nice dark purple tint. The nose is intense with notes of black cherry, cinnamon, pepper and spices. A lovely freshness', 'on the palate, with soft tannins, smooth taste, with notes of black fruit, toast, and a small touch of austerity who makes the great', 'keeping potential of this wine.']]"
36,22,https://images.vivino.com/thumbs/TC8s0cmXQtOKm92X0QtfWQ_pb_x600.png,"Domaine de Marcoux
Châteauneuf-du-Pape Vieilles Vignes 2019",2019,$200.55,83.5092%;,46.2699%;,45.7734%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Domaine de Marcoux'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
37,23,https://images.vivino.com/thumbs/ef3LDfDxSRit60wSsGYW6A_pb_x600.png,"E. Guigal
Côte-Rôtie La Turque 2019",2019,$501.50,69.941%;,66.4626%;,64.435%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', 'Shiraz/Syrah, Viognier'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'To the eye, its ruby red dress reveals pretty dark reflections . The nose of red berry, cherry and blackberry fruit is marked by a lingering aroma and an elegant intensity. The palate is soft with fine tannins and the same red fruit notes on the nose.']]"
38,24,https://images.vivino.com/thumbs/NrlvsPi6SwyB9jik0iYS0Q_pb_x600.png,"Domaine Jean-Louis Chave
Clos Florentin 2020",2020,$271.35,75.4618%;,52.5616%;,54.532%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]"
39,25,https://images.vivino.com/thumbs/u4ylBcQmSGCaaEBN_doYsQ_pb_x600.png,"E. Guigal
Côte-Rôtie La Landonne 2018",2018,$501.50,74.4159%;,70.7091%;,64.9285%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Eye: Red black with deep dark tints. Nose: Small black fruits, liquorice and roasted notes and oriental spices. Powerful and intense aromas. Palate: Powerful attack with important tannic structure.']]"
40,26,https://images.vivino.com/thumbs/u4ylBcQmSGCaaEBN_doYsQ_pb_x600.png,"E. Guigal
Côte-Rôtie La Landonne 2008",2008,$346.95,74.4159%;,70.7091%;,64.9285%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Eye: Red black with deep dark tints. Nose: Small black fruits, liquorice and roasted notes and oriental spices. Powerful and intense aromas. Palate: Powerful attack with important tannic structure.']]"
41,27,https://images.vivino.com/thumbs/IXhKaA3JTImu1ivAnXb4BQ_pb_x600.png,"Johann Michel
Mère Michel 2019",2019,$170.09,81.5384%;,44.7115%;,57.8846%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Johann Michel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]"
42,28,https://images.vivino.com/thumbs/8nP62d8ZQai7ZpKYOWYePw_pb_x600.png,"Domaine du Tunnel
Pur Noir 2020",2020,$236.24,85%;,52.8542%;,52.4115%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine du Tunnel'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Intense, deeply concentrated, viscous peach and poached pear flavors stain the palate, showing surprising vivacity thanks to crackling minerality and a touch of candied ginger. Clings with superb energy on the finish.']]"
43,29,https://images.vivino.com/thumbs/daz6TlB1Soub5TFvs52EZQ_pb_x600.png,"Guy Bernard
Côte Brune Côte-Rôtie 2020",2020,$99.99,68.9175%;,58.4346%;,68.0982%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Guy Bernard'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
44,30,https://images.vivino.com/thumbs/HYVZMFigQ5qXxni7s9SpWw_pb_x600.png,"E. Guigal
Côte-Rôtie La Mouline 2017",2017,$438.59,66.6169%;,64.1945%;,64.353%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '89% Shiraz/Syrah, 11% Viognier'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Visual : Deep ruby red with bright red highlights.', 'Nose : Small red fruits, blackberry and floral aromas of violets, powerful ... but fine aromatic intensity.', ""Palate : Entry into very soft mouth and beautiful harmony between the wine's bouquet and explosive richness due to the concentration of this wine."", 'Ensemble : female wine with voluptuous texture silky velvety, intensely aromatic.']]"
45,31,https://images.vivino.com/thumbs/qhqnjHhPQai4lV2F6jTKvw_pb_x600.png,"Pegau
Cuvée Da Capo Châteauneuf-du-Pape 2015",2015,$576.29,85%;,40.9855%;,44.77%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Pegau'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Cinsault, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites']]"
46,32,https://images.vivino.com/thumbs/ZZ7B6x7-TNucy0v7EWaHqw_pb_x600.png,"E. Guigal
Ermitage Ex-Voto 2017",2017,$407.99,82.7338%;,69.9444%;,56.4577%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Eye : Deep dark ruby colour with mauve tints.', 'Nose : Black fruits, leather, liquorice, coffee flavour and oriental spices.', 'Palate : Powerful attack with richness and an important tannic structure. This wine expression fully the terroir trough its finesse and the strength of its tannins.', 'Overall : Great ageing potential, structured and concentrated with a rare intensity of flavour and colour.']]"
47,33,https://images.vivino.com/thumbs/Z-vbSFf6RWeoOvkrpWpc-w_pb_x600.png,"Delas
Les Bessards Hermitage 2014",2014,$229.99,85%;,67.9345%;,53.7901%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Delas'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites, egg allergens'], ['Wine description', 'To the eye, the color is dark red, shiny and deep. ', 'The nose, a big race, exhale sweet scents of black fruit and violet. ', 'The Hermitage ""Les Bessards"" present in highly concentrated fruity mouth . This wine impresses with its tannic structure particularly dense, rich and perfect balance.']]"
48,34,https://images.vivino.com/thumbs/eb--vGkmR8CUUIYiTblvUQ_pb_x600.png,"Domaine Jean-Louis Chave
L'Hermitage 1998",1998,$749.99,80.8495%;,69.4019%;,55.717%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]"
49,35,https://images.vivino.com/thumbs/AtkIeAiSQ0GHhjkDBOxeZw_pb_x600.png,"Pierre Usseglio
Châteauneuf-du-Pape Cuvée de mon Aïeul 2018",2018,$79.99,85%;,41.0312%;,43.1994%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Pierre Usseglio'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The ""Cuvée de mon Aïeul"" is a pure and concentrated wine. The nose is complex with notes of raspberries, licorice and spices. This is a powerful wine of great elegance that it will take ten years.']]"
50,36,https://images.vivino.com/thumbs/25fLonL3QPGNDB8T6q87CQ_pb_x600.png,"M. Chapoutier
Ermitage l'Ermite 1997",1997,$279.99,81.8494%;,69.2983%;,56.2876%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'M. Chapoutier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Garnet very dark almost black. Black fruit with notes of spices and ink. Powerful tannins and both velvety, smoky notes, pepper Syrah beautifully expresses this granite soil.']]"
51,37,https://images.vivino.com/thumbs/u4ylBcQmSGCaaEBN_doYsQ_pb_x600.png,"E. Guigal
Côte-Rôtie La Landonne 2017",2017,$567,74.4159%;,70.7091%;,64.9285%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Eye: Red black with deep dark tints. Nose: Small black fruits, liquorice and roasted notes and oriental spices. Powerful and intense aromas. Palate: Powerful attack with important tannic structure.']]"
52,38,https://images.vivino.com/thumbs/ZZ7B6x7-TNucy0v7EWaHqw_pb_x600.png,"E. Guigal
Ermitage Ex-Voto 2015",2015,$461,82.7338%;,69.9444%;,56.4577%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Eye : Deep dark ruby colour with mauve tints.', 'Nose : Black fruits, leather, liquorice, coffee flavour and oriental spices.', 'Palate : Powerful attack with richness and an important tannic structure. This wine expression fully the terroir trough its finesse and the strength of its tannins.', 'Overall : Great ageing potential, structured and concentrated with a rare intensity of flavour and colour.']]"
53,39,https://images.vivino.com/thumbs/Z-vbSFf6RWeoOvkrpWpc-w_pb_x600.png,"Delas
Les Bessards Hermitage 2013",2013,$448,85%;,67.9345%;,53.7901%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Delas'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'To the eye, the color is dark red, shiny and deep. ', 'The nose, a big race, exhale sweet scents of black fruit and violet. ', 'The Hermitage ""Les Bessards"" present in highly concentrated fruity mouth . This wine impresses with its tannic structure particularly dense, rich and perfect balance.']]"
54,40,https://images.vivino.com/thumbs/HYVZMFigQ5qXxni7s9SpWw_pb_x600.png,"E. Guigal
Côte-Rôtie La Mouline 2014",2014,$533,66.6169%;,64.1945%;,64.353%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Visual : Deep ruby red with bright red highlights.', 'Nose : Small red fruits, blackberry and floral aromas of violets, powerful ... but fine aromatic intensity.', ""Palate : Entry into very soft mouth and beautiful harmony between the wine's bouquet and explosive richness due to the concentration of this wine."", 'Ensemble : female wine with voluptuous texture silky velvety, intensely aromatic.']]"
55,41,https://images.vivino.com/thumbs/qhqnjHhPQai4lV2F6jTKvw_pb_x600.png,"Pegau
Cuvée Da Capo Châteauneuf-du-Pape 2016",2016,$790,85%;,40.9855%;,44.77%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Pegau'], ['Grapes', 'Shiraz/Syrah, Mourvedre, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]"
56,42,https://images.vivino.com/thumbs/25fLonL3QPGNDB8T6q87CQ_pb_x600.png,"M. Chapoutier
Ermitage l'Ermite 2018",2018,$980,81.8494%;,69.2983%;,56.2876%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'M. Chapoutier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Garnet very dark almost black. Black fruit with notes of spices and ink. Powerful tannins and both velvety, smoky notes, pepper Syrah beautifully expresses this granite soil.']]"
57,43,https://images.vivino.com/thumbs/HOFZzxQkSE2UDzG8ZD4DCQ_pb_x600.png,"M. Chapoutier
Châteauneuf-du-Pape Barbe Rac 2015",2015,$256.67,83.0157%;,39.587%;,44.8634%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'M. Chapoutier'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Colour: Intensive garnet, developing into ruby red. Nose: Complex and subtle, blackcurrant, plum, followed by roasted coffee, cinnamon, cherry, Morello cherry and liquorice. Mouth: Characteristic of the grape variety: a good presence of the tannins, extremely delicate; ample, full-bodied, pulpy, warm and round.Very long in mouth.']]"
58,44,https://images.vivino.com/thumbs/2LwH_HQJSwC7L0Lab7VvHw_pb_x600.png,"Jean-Michel Gerin
La Landonne Côte-Rôtie 2015",2015,$416,68.4601%;,59.1367%;,66.4986%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Jean-Michel Gerin'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Finesse, balance and intensity summarize this wine. Supple tannins and aromatic complexity reminds us the beauty of this terroir.']]"
59,45,https://images.vivino.com/thumbs/3-vIalkNSt6Ha5S8lnihJw_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 2006",2006,$300.15,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.5,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
