,wine_image,name,year,price,bodyPercent,Sugar,Acidic,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol
1624,https://images.vivino.com/thumbs/m90yY1WAT0aEAwVGfzgpAQ_pb_x600.png,"Domaine Laroche
Chablis Grand Cru Les Blanchots ‘La Réserve de L’Obédience’ 2019",2019,$271.16,42.9156%;,4.1201%;,67.5336%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png']",4.5,"[['Winery', 'Domaine Laroche'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Chablis', 'Chablis Grand Cru', ""Chablis Grand Cru 'Blanchot'""], ['Wine style', 'Burgundy Chablis'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Intense fruit with mineral overtone with fresh acidity in balance. Long finish and delicate texture.']]", Domaine Laroche,white,"[' Chardonnay', ' ']", Contains sulfites
1625,https://images.vivino.com/thumbs/y1dTT3hxR4uO-xNxo7VOGA_pb_x600.png,"Rotem & Mounir Saouma
Magis Châteauneuf-du-Pape 2018",2018,$152.99,59.5403%;,9.78475%;,47.8642%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/17_hardcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Rotem & Mounir Saouma'], ['Grapes', 'Roussanne, Grenache Blanc, Clairette, Bourboulenc'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône White'], ['Allergens', 'Contains sulfites']]", Rotem & Mounir Saouma,white,"[' Roussanne', ' Grenache Blanc', ' Clairette', ' Bourboulenc', ' ']", Contains sulfites
1626,https://images.vivino.com/thumbs/gsNbQb3-TtOuCtRrhqGHSg_pb_x600.png,"Domaine Vincent Latour
Chassagne-Montrachet 1er Cru 'Morgeot' 2021",2021,$283.92,59.2534%;,15.2192%;,42.6644%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Domaine Vincent Latour'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru', ""Chassagne-Montrachet 1er Cru 'Morgeot'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Vincent Latour,white,"[' Chardonnay', ' ']", Contains sulfites
1627,https://images.vivino.com/thumbs/T02zlwpxS1OsGl26Z6R-CQ_pb_x600.png,"Domaine de Montille
Chassagne-Montrachet 2020",2020,$129.99,54.1449%;,0%;,54.655%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Domaine de Montille'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine de Montille,white,"[' Chardonnay', ' ']", Contains sulfites
1628,https://images.vivino.com/thumbs/2OrHTH07R2CYwGIHyJJ1rg_pb_x600.png,"Albert Bichot
Criots-Bâtard-Montrachet Grand Cru 2020",2020,$905.99,46.3889%;,0%;,49.8167%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Albert Bichot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Criots-Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a lovely pale yellow brilliant color that develops over golden with years. Intense and delicate, her nose is complex and elegant aromas supported by a subtle oak and a dominant white flowers. Full-bodied and of great finesse, this wine has a nice minerality with very pure limestone structure.']]", Albert Bichot,white,"[' Chardonnay', ' ']", Contains sulfites
1629,https://images.vivino.com/thumbs/B82WqiGcSeKGmW4mhBj0Ww_pb_x600.png,"Marc-Antonin Blain
Batard-Montrachet Grand Cru 2018",2018,$396.99,68.5869%;,14.4752%;,49.7863%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Marc-Antonin Blain'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.3%'], ['Allergens', 'Contains sulfites']]", Marc-Antonin Blain,white,"[' Chardonnay', ' ']", 13.3%
1630,https://images.vivino.com/thumbs/B82WqiGcSeKGmW4mhBj0Ww_pb_x600.png,"Marc-Antonin Blain
Batard-Montrachet Grand Cru 2019",2019,$408.99,68.5869%;,14.4752%;,49.7863%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Marc-Antonin Blain'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.3%'], ['Allergens', 'Contains sulfites']]", Marc-Antonin Blain,white,"[' 100% Chardonnay', ' ']", 13.3%
1631,https://images.vivino.com/thumbs/dPrnpmaNS5a5sgvb4TsunA_pb_x600.png,"Olivier Leflaive
Corton-Charlemagne Grand Cru 2020",2020,$399.99,62.1128%;,12.0535%;,50.8133%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Olivier Leflaive'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'With great delicacy, its bouquet is complex mineral fragrances, pear, spices. Fresh and salt in attack, the mouth is structured, a beautiful length. A wine of great class, to wait a few years.']]", Olivier Leflaive,white,"[' Chardonnay', ' ']", Contains sulfites
1632,https://images.vivino.com/thumbs/R8m75ofWSNajLLlk-hMaNw_pb_x600.png,"Jean Noël Gagnard
Chassagne-Montrachet 1er Cru 'Les Petits Clos' 2018",2018,$169.99,68.727%;,0%;,47.7382%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Jean Noël Gagnard'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru', ""Chassagne-Montrachet 1er Cru 'Les Petits Clos'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Jean Noël Gagnard,white,"[' Chardonnay', ' ']", Contains sulfites
1633,https://images.vivino.com/thumbs/q2T3KmU2Qh-8vHEm7KRVdQ_pb_x600.png,"Amiot Guy
Le Montrachet Grand Cru 2019",2019,$995,56.7447%;,4.28078%;,49.7748%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Amiot Guy'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Usual characteristics include light yellow-green hints in a shiny and limpid wine. Thanks to its exceptional terroir of stones and abondant sunshine, the nose is complex and flattering quite soon. Aromatic generosity of the nose is confirmed by a deep and unctuous mouth revealing fresh minty and white fruit with honeyed nuts notes. Persistent and mineral retro-olfaction. Ends with a lingering finish enhanced by the nerve of morning sun and mineral stony under-soil.']]", Amiot Guy,white,"[' 100% Chardonnay', ' ']", Contains sulfites
1634,https://images.vivino.com/thumbs/2wa_lIAPQMyfW6b4jbhFrw_pb_x600.png,"Jean Chartron
Bâtard-Montrachet Grand Cru 2018",2018,$668.27,62.2812%;,14.2936%;,48.3765%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Jean Chartron'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Bâtard-Montrachet Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Adorned with a colour of old gold, it offers a nose of honeysuckle in bud. The crystalline attack is followed by an opulent freshness and a long mouthwatering finish.']]", Jean Chartron,white,"[' 100% Chardonnay', ' ']", 14%
1635,https://images.vivino.com/thumbs/CY2K7T-8S1i2jhKci53GGQ_pb_x600.png,"Joseph Drouhin
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche 2020",2020,$197,60.509%;,11.3236%;,48.1035%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Joseph Drouhin'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'This is a wonderful occasion to savour a great wine.Admirable light golden colour. Intense and elegant aromas come to the fore : hawthorn, apricot notes, evolving towards hints of blond tobacco. As the wine ages, there are nuances of dried fruit and rare spices. A silky texture and a subtle touch of tannin give a true personality to the wine. Remarkable aftertaste. A great white Burgundy!']]", Joseph Drouhin,white,"[' 100% Chardonnay', ' ']", 13.5%
1636,https://images.vivino.com/thumbs/a-cUrgx6SYyBvt0Exr-uQw_pb_x600.png,"Domaine Jacques Prieur
Corton-Charlemagne Grand Cru 2018",2018,$475,62.4653%;,16.6634%;,45.3481%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Domaine Jacques Prieur'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Aromas of chalk, flint, fresh mushrooms and yeast (bread, brioche), evolving into anise notes.']]", Domaine Jacques Prieur,white,"[' Chardonnay', ' ']", 14.5%
1637,https://images.vivino.com/thumbs/dPrnpmaNS5a5sgvb4TsunA_pb_x600.png,"Olivier Leflaive
Corton-Charlemagne Grand Cru 2019",2019,$327.12,62.1128%;,12.0535%;,50.8133%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Olivier Leflaive'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '12%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'With great delicacy, its bouquet is complex mineral fragrances, pear, spices. Fresh and salt in attack, the mouth is structured, a beautiful length. A wine of great class, to wait a few years.']]", Olivier Leflaive,white,"[' 100% Chardonnay', ' ']", 12%
1638,https://images.vivino.com/thumbs/oIEEHLtPQgidLfcJEoYalg_pb_x600.png,"Bonneau du Martray
Corton-Charlemagne Grand Cru 2020",2020,$745,61.6275%;,8.25451%;,50.7698%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Bonneau du Martray'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Bonneau du Martray,white,"[' Chardonnay', ' ']", Contains sulfites
1639,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x600.png,"Château d'Yquem
Y 2016",2016,$499.99,64.0391%;,24.2663%;,38.5351%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/27_appetizers-snacks_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/28_leanfish_932x810.png']",4.5,"[['Winery', ""Château d'Yquem""], ['Grapes', 'Sauvignon Blanc, Sémillon'], ['France', 'Bordeaux', 'Bordeaux Supérieur'], ['Wine style', 'Bordeaux White'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"," ""Château dYquem""",white,"[' Sauvignon Blanc', ' Sémillon', ' ']", 14.5%
1640,https://images.vivino.com/thumbs/I4O63FNbSfSXf3mSyqKArQ_pb_x600.png,"Jean Chartron
Corton-Charlemagne Grand Cru 2015",2015,$389.99,58.8673%;,2.49101%;,50.6169%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Jean Chartron'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This bearded Charlemagne with aromas of honeysuckle and the sap of lime tree. The brawny body with dry extracts of the terroir combined with a pronounced flavour of liquorice.']]", Jean Chartron,white,"[' 100% Chardonnay', ' ']", Contains sulfites
1641,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x600.png,"Château d'Yquem
Y 1991",1991,$540,64.0391%;,24.2663%;,38.5351%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/27_appetizers-snacks_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/28_leanfish_932x810.png']",4.5,"[['Winery', ""Château d'Yquem""], ['Grapes', 'Sauvignon Blanc, Sémillon'], ['France', 'Bordeaux', 'Bordeaux Supérieur'], ['Wine style', 'Bordeaux White'], ['Allergens', 'Contains sulfites']]"," ""Château dYquem""",white,"[' Sauvignon Blanc', ' Sémillon', ' ']", Contains sulfites
1642,https://images.vivino.com/thumbs/h4GjxNF7QsG9xXSilqVGyw_pb_x600.png,"Remoissenet Père & Fils
Corton-Charlemagne Grand Cru 2019",2019,$319,60.5%;,5.42437%;,47.8172%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.5,"[['Winery', 'Remoissenet Père & Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Remoissenet Père & Fils,white,"[' Chardonnay', ' ']", Contains sulfites
1643,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x600.png,"Château d'Yquem
Y 2018",2018,$395,64.0391%;,24.2663%;,38.5351%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/27_appetizers-snacks_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/28_leanfish_932x810.png']",4.5,"[['Winery', ""Château d'Yquem""], ['Grapes', '100% Sauvignon Blanc'], ['France', 'Bordeaux', 'Bordeaux Supérieur'], ['Wine style', 'Bordeaux White'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"," ""Château dYquem""",white,"[' 100% Sauvignon Blanc', ' ']", 14.5%
1644,https://images.vivino.com/thumbs/GG8ngB0yRUmmJ-gGzSY1Xw_pb_x600.png,"Christian Moreau Pere & Fils
Chablis Grand Cru Les Clos Des Hospices 2020",2020,$259.40,46.3221%;,14.4014%;,64.2382%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png']",4.4,"[['Winery', 'Christian Moreau Pere & Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Chablis', 'Chablis Grand Cru'], ['Wine style', 'Burgundy Chablis'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'At the bottom of the inside of Le Clos is a small compartment ""Clos des Zosupisu"". Morrow family in 1904 to buy from Chablis of Hospices (Comtesse), we are alone owned. It has plenty of rich minerals and crisp acidity, it features a complex flavor and rich body.']]", Christian Moreau Pere & Fils,white,"[' Chardonnay', ' ']", 14%
1645,https://images.vivino.com/thumbs/DOcDczgsSOSmkAG5GjSyJQ_pb_x600.png,"Domaine Roulot
Meursault 1er Cru 'Clos des Bouchères' Monopole 2018",2018,$699.99,58.5418%;,6.23561%;,54.7223%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Roulot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Les Bouchères'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Roulot,white,"[' Chardonnay', ' ']", 13.5%
1646,https://images.vivino.com/thumbs/GG8ngB0yRUmmJ-gGzSY1Xw_pb_x600.png,"Christian Moreau Pere & Fils
Chablis Grand Cru Les Clos Des Hospices 2021",2021,$281.05,46.3221%;,14.4014%;,64.2382%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png']",4.4,"[['Winery', 'Christian Moreau Pere & Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Chablis', 'Chablis Grand Cru'], ['Wine style', 'Burgundy Chablis'], ['Allergens', 'Contains sulfites'], ['Wine description', 'At the bottom of the inside of Le Clos is a small compartment ""Clos des Zosupisu"". Morrow family in 1904 to buy from Chablis of Hospices (Comtesse), we are alone owned. It has plenty of rich minerals and crisp acidity, it features a complex flavor and rich body.']]", Christian Moreau Pere & Fils,white,"[' Chardonnay', ' ']", Contains sulfites
1647,https://images.vivino.com/thumbs/nwtITVlVTge_qtUY3Y05Pg_pb_x600.png,"Olivier Leflaive
Meursault Vireuils 2020",2020,$167.11,58.6476%;,4.76783%;,52.102%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Olivier Leflaive'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A wine which develops a complex and full-bodied aromas']]", Olivier Leflaive,white,"[' Chardonnay', ' ']", Contains sulfites
1648,https://images.vivino.com/thumbs/bJOHTwI2SaiVdT8D3mhWkA_pb_x600.png,"Joseph Colin
Chassagne-Montrachet Premier Cru ‘Les Caillerets' 2022",2022,$253.20,60.384%;,22.9847%;,43.8192%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Joseph Colin'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Joseph Colin,white,"[' Chardonnay', ' ']", Contains sulfites
1649,https://images.vivino.com/thumbs/v3_GoEwhTrWYniSumPczwg_pb_x600.png,"Château de Respide
Callipyge Graves Blanc 2021",2021,$22.66,64.6918%;,11.6336%;,43.2288%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/27_appetizers-snacks_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/28_leanfish_932x810.png']",4.4,"[['Winery', 'Château de Respide'], ['Grapes', '100% Sauvignon Blanc'], ['France', 'Bordeaux', 'Graves'], ['Wine style', 'Bordeaux White'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Château de Respide,white,"[' 100% Sauvignon Blanc', ' ']", 12.5%
