wine_image,name,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic
https://images.vivino.com/thumbs/76TS7V9QTk-BnlSm4K-1UQ_pb_x600.png,"Château Duhart-Milon
Pauillac (Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Duhart-Milon'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'Dark with good concentration, and the nose has a tightly defined fruit character, reticent rather than open, with a light sprinkle of chalk over some floral, black fruits. The palate has a very polished style, with a shell of fruit sitting around a core of very firm tannins which, although a strong component of the blend, do not over-ride the other elements.']]", Château Duhart-Milon,red,"[' 100% Cabernet Sauvignon', ' ']", 13%,2016,$119.95,69.7756%;,70.3906%;,5.73907%;,71.2359%;
https://images.vivino.com/thumbs/DDfAOa_qRhCgUl8pJPivgg_pb_x600.png,"Château Corbin
Saint-Émilion Grand Cru (Grand Cru Classé) 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Corbin'], ['Grapes', '83% Merlot, 17% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Corbin,red,"[' 83% Merlot', ' 17% Cabernet Franc', ' ']", 15%,2018,$70.75,72.999%;,55.5572%;,9.69768%;,50.7816%;
https://images.vivino.com/thumbs/RxbKLngoQFCiJrsK7CLCWA_pb_x600.png,"Château Bouscaut
Pessac-Léognan (Grand Cru Classé de Graves) 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Bouscaut'], ['Grapes', 'Merlot, Cabernet Sauvignon, Malbec'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '14.4%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Bouscaut,red,"[' Merlot', ' Cabernet Sauvignon', ' Malbec', ' ']", 14.4%,2019,$52.50,74.8979%;,75.8438%;,9.04819%;,73.7176%;
https://images.vivino.com/thumbs/1YXUHwcmS7i4jvfW2oOJJA_pb_x600.png,"Château Lynch-Bages
Pauillac (Grand Cru Classé) 2014","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Lynch-Bages'], ['Grapes', '100% Petit Verdot'], ['Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Lynch-Bages,red,"[' 100% Petit Verdot', ' ']", 13.5%,2014,$185,72.4172%;,73.1923%;,8.20886%;,72.0456%;
https://images.vivino.com/thumbs/8EzYHdeCTTu12XZ-_bWAmw_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2013","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', ""Cos d'Estournel""], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red,"[' 100% Cabernet Sauvignon', ' ']", 13%,2013,$232,72.3436%;,73.1914%;,9.13%;,72.4533%;
https://images.vivino.com/thumbs/s_RjfSJDT_iv9KJKkthL-g_pb_x600.png,"Château La Fleur de Boüard
Lalande-de-Pomerol 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château La Fleur de Boüard'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Lalande-de-Pomerol'], ['Wine style', 'Bordeaux Libournais Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Cassis, earth and graphite notes were mixed with mocha and toast on the nose. Very deep though, and quite lovely. Palate was rich, with tons of cassis, along with more graphite, some herbs and a toss of earth, all nicely balanced. Decent length, nice flavours of cassis, green pepper and some smoky coffee ground.']]", Château La Fleur de Boüard,red,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' ']", 14%,2018,$40,67.6081%;,43.3541%;,8.91725%;,45.9933%;
https://images.vivino.com/thumbs/TE0OCfuPR8qEcYAyw_PwDQ_pb_x600.png,"Château Larcis Ducasse
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Larcis Ducasse'], ['Grapes', '83% Merlot, 17% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'The grapes undergo a gentle maceration to avoid over-extraction, and the wine is aged in', 'barrel for eighteen months. The final blend aims to provide a balance between aroma and', 'tannin to give a wine of unique character.']]", Château Larcis Ducasse,red,"[' 83% Merlot', ' 17% Cabernet Franc', ' ']", 13%,2016,$119.83,72.9683%;,56.3221%;,12.3724%;,53.0206%;
https://images.vivino.com/thumbs/ggYdM1VhSV2VwPOMfvJ7TQ_pb_x600.png,"Château Cantenac Brown
Margaux (Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Cantenac Brown'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Cantenac Brown,red,"[' 100% Cabernet Sauvignon', ' ']", 13.5%,2015,$88.83,62.9745%;,64.6261%;,7.08894%;,71.9807%;
https://images.vivino.com/thumbs/fmI0LPDNRKCvTFUurToCAQ_pb_x600.png,"Château Calon-Ségur
Saint-Estèphe (Grand Cru Classé) 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Calon-Ségur'], ['Grapes', '73% Cabernet Sauvignon, 14% Merlot, 12% Cabernet Franc, 1% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Calon-Ségur,red,"[' 73% Cabernet Sauvignon', ' 14% Merlot', ' 12% Cabernet Franc', ' 1% Petit Verdot', ' ']", 14.5%,2019,$213,71.5417%;,73.191%;,8.23998%;,73.1562%;
https://images.vivino.com/thumbs/FLhGFvXxSb6bRfebuha08g_pb_x600.png,"Château Malescot St. Exupery
Margaux (Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Malescot St. Exupery'], ['Grapes', '55% Cabernet Sauvignon, 33% Merlot, 8% Cabernet Franc, 4% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'Notes of graphite, black currant liqueur, incense and camphor make for a complex and intensely penetrating set of aromatics. Dark ruby/purple, medium to full-bodied, with superb concentration and moderate tannin, this wine is a beauty of finesse and substance.']]", Château Malescot St. Exupery,red,"[' 55% Cabernet Sauvignon', ' 33% Merlot', ' 8% Cabernet Franc', ' 4% Petit Verdot', ' ']", 13%,2016,$110.25,63.0457%;,62.8688%;,7.42361%;,72.4813%;
https://images.vivino.com/thumbs/Gb2ViEV1Sy6_7YsmFM9iSw_pb_x600.png,"Château Rauzan-Ségla
Margaux (Grand Cru Classé) 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Rauzan-Ségla'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Candied confectionary nose along with some Margaux perfume and flowers. Palate is nicely fresh. Sweet and modern, with rich berry flavours, balanced and nicely proportioned until the finish.']]", Château Rauzan-Ségla,red,"[' 100% Cabernet Sauvignon', ' ']", 13%,2018,$269.99,60.6472%;,64.3779%;,7.61596%;,71.9256%;
https://images.vivino.com/thumbs/sVsB2TAGTUWOVka4WNaByQ_pb_x600.png,"Château Fleur Cardinale
Saint-Émilion Grand Cru (Grand Cru Classé) 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Fleur Cardinale'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Fleur Cardinale,red,"[' 100% Merlot', ' ']", 14.5%,2019,$70.83,74.596%;,56.9864%;,11.991%;,52.3361%;
https://images.vivino.com/thumbs/vlLzJn-XQAepwaa0YPyGbA_pb_x600.png,"Château Ducru-Beaucaillou
Croix de Beaucaillou Saint-Julien 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Ducru-Beaucaillou'], ['Grapes', '100% Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Ducru-Beaucaillou,red,"[' 100% Petit Verdot', ' ']", 14%,2018,$84.92,64.9727%;,63.7372%;,6.23637%;,73.0016%;
https://images.vivino.com/thumbs/LR-NqLwuSSiLeZMXUwRA9g_pb_x600.png,"Château Smith Haut-Lafitte
Pessac-Léognan (Grand Cru Classé) 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Smith Haut-Lafitte'], ['Grapes', '60% Cabernet Sauvignon, 35% Merlot, 4% Cabernet Franc, 1% Petit Verdot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Smith Haut-Lafitte,red,"[' 60% Cabernet Sauvignon', ' 35% Merlot', ' 4% Cabernet Franc', ' 1% Petit Verdot', ' ']", 13.5%,2017,$214,73.5408%;,73.9635%;,9.12906%;,73.0684%;
https://images.vivino.com/thumbs/UexijDbjR1Kkdosv_lofig_pb_x600.png,"Château Haut-Brion
Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2012","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Haut-Brion'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc, Petit Verdot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Château Haut-Brion,red,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' Petit Verdot', ' ']", 12.5%,2012,$241.67,72.2029%;,72.9645%;,5.98581%;,72.8257%;
https://images.vivino.com/thumbs/mW3mjas8SOiBhNEMHoHVOw_pb_x600.png,"Château Soutard Cadet
Saint-Émilion Grand Cru 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Soutard Cadet'], ['Grapes', '90% Merlot, 10% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Château Soutard Cadet,red,"[' 90% Merlot', ' 10% Cabernet Franc', ' ']", 15%,2015,$74.99,69.8344%;,55.6614%;,2.23321%;,54.167%;
https://images.vivino.com/thumbs/RP6Q_-v3R6edbAVP37P41Q_pb_x600.png,"Château Hosanna
Pomerol 2011","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Hosanna'], ['Grapes', '80% Merlot, 20% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Château Hosanna,red,"[' 80% Merlot', ' 20% Cabernet Franc', ' ']", 14%,2011,$244,72.9902%;,53.6557%;,11.5439%;,53.5007%;
https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_x600.png,"Château Talbot
Saint-Julien (Grand Cru Classé) 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Talbot'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Talbot,red,"[' 100% Cabernet Sauvignon', ' ']", 13.5%,2010,$165,62.4032%;,61.988%;,7.34484%;,71.0589%;
https://images.vivino.com/thumbs/RP6Q_-v3R6edbAVP37P41Q_pb_x600.png,"Château Hosanna
Pomerol 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Hosanna'], ['Grapes', '80% Merlot, 20% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Hosanna,red,"[' 80% Merlot', ' 20% Cabernet Franc', ' ']", 14%,2017,$296,72.9902%;,53.6557%;,11.5439%;,53.5007%;
https://images.vivino.com/thumbs/9zhiQv6cR-SfUufc9_CK6w_pb_x600.png,"Château Talbot
Saint-Julien (Grand Cru Classé) 2005","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Talbot'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Talbot,red,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' ']", 13%,2005,$216.67,62.4032%;,61.988%;,7.34484%;,71.0589%;
https://images.vivino.com/thumbs/fp0xBmQ5SyeFj1ySZU8AlQ_pb_x600.png,"Château Giscours
Château Giscours (Grand Cru Classé) 2009","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Giscours'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Giscours,red,"[' 100% Cabernet Sauvignon', ' ']", Contains sulfites,2009,$135,62.3271%;,63.2783%;,6.89993%;,71.8069%;
https://images.vivino.com/thumbs/76TS7V9QTk-BnlSm4K-1UQ_pb_x600.png,"Château Duhart-Milon
Pauillac (Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Duhart-Milon'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork'], ['Wine description', 'Dark with good concentration, and the nose has a tightly defined fruit character, reticent rather than open, with a light sprinkle of chalk over some floral, black fruits. The palate has a very polished style, with a shell of fruit sitting around a core of very firm tannins which, although a strong component of the blend, do not over-ride the other elements.']]", Château Duhart-Milon,red,"[' 100% Cabernet Sauvignon', ' ']", 12.5%,2015,$128.95,69.7756%;,70.3906%;,5.73907%;,71.2359%;
https://images.vivino.com/thumbs/NSpHd5etSwCy5MD7AvintA_pb_x600.png,"Château Canon
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Canon'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Château Canon,red,"[' 100% Merlot', ' ']", 14%,2012,$79.99,70.6359%;,54.2636%;,9.75437%;,52.0632%;
https://images.vivino.com/thumbs/DQWWSWFMQ2aegLWZ8NVyJw_pb_x600.png,"Château de Valois
Pomerol 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château de Valois'], ['Grapes', '77% Merlot, 19% Cabernet Franc, 3% Cabernet Sauvignon, 1% Malbec'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Château de Valois,red,"[' 77% Merlot', ' 19% Cabernet Franc', ' 3% Cabernet Sauvignon', ' 1% Malbec', ' ']", 14.5%,2018,$79.92,72.3073%;,50.6184%;,3.24316%;,51.4996%;
https://images.vivino.com/thumbs/9dJEcnU_RnecZTWYx0Kh3Q_pb_x600.png,"Château Gruaud Larose
Saint-Julien (Grand Cru Classé) 1999","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Gruaud Larose'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Gruaud Larose,red,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' ']", 12.5%,1999,$199.95,61.9414%;,63.7522%;,7.8055%;,71.4182%;
https://images.vivino.com/thumbs/1YXUHwcmS7i4jvfW2oOJJA_pb_x600.png,"Château Lynch-Bages
Pauillac (Grand Cru Classé) 2006","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Lynch-Bages'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Château Lynch-Bages,red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' Petit Verdot', ' ']", 13%,2006,$199.99,72.4172%;,73.1923%;,8.20886%;,72.0456%;
https://images.vivino.com/thumbs/cUhGmYIUSia-1xIATA1NAg_pb_x600.png,"Château Maillet
Pomerol 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château Maillet'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Maillet,red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", 13.5%,2019,$50.83,75.3742%;,58.9531%;,5.87091%;,56.9703%;
